date,plot_number,MAFA_removal,location,species,individual,stem_height_cm,width_1_cm,width_2_cm,condition,alive,dead,notes
3/3/18,21,half removal,right,SAAP,green,NA,NA,NA,NA,NA,1,MISSING
3/3/18,21,half removal,right,SAAP,blue,5.82,3.13,2.57,NA,1,NA,stressed; wilty
3/3/18,21,half removal,left,CEOL,green,NA,NA,NA,NA,NA,1,MISSING
3/3/18,21,half removal,left,CEOL,blue,NA,NA,NA,NA,NA,1,MISSING
3/3/18,21,half removal,left,HEAR,S,6.84,6.5,1.39,NA,1,NA,crispy
3/3/18,21,half removal,left,HEAR,C,5.07,6.94,1.49,NA,1,NA,stressed
3/3/18,21,half removal,left,HEAR,R,6.24,10.07,8.04,NA,1,NA,looking good
3/3/18,21,half removal,left,RHOV,green,2,4.14,2.28,NA,1,NA,a little stressed
3/3/18,21,half removal,left,RHOV,blue,2.31,3.1,3.1,NA,1,NA,a little stressed
3/3/18,21,half removal,left,SAAP,green,NA,NA,NA,NA,NA,1,MISSING
3/3/18,21,half removal,left,SAAP,blue,2.59,1.45,0.74,NA,NA,1,looks dead
5/12/18,21,half removal,left,SAAP,green,NA,NA,NA,NA,NA,1,missing
5/12/18,21,half removal,left,SAAP,blue,NA,NA,NA,NA,NA,1,dead
5/12/18,21,half removal,left,RHOV,green,3.133,NA,NA,NA,1,NA,"one yellow/ green lead, dark red leaves, widths not measured"
5/12/18,21,half removal,left,RHOV,blue,1.94,1.222,0.91,NA,NA,1,brown - dead
5/12/18,21,half removal,left,CEOL,green,NA,NA,NA,NA,NA,1,missing
5/12/18,21,half removal,left,CEOL,blue,NA,NA,NA,NA,NA,1,missing
5/12/18,21,half removal,left,HEAR,s,8.164,4.807,12.22,NA,1,NA,very red
5/12/18,21,half removal,left,HEAR,c,4.89,2.6,0.34,NA,NA,1,dead crispy
5/12/18,21,half removal,left,HEAR,r,5.83,11.24,7.71,NA,1,NA,looks stressed but not bad !
5/12/18,21,half removal,right,SAAP,green,NA,NA,NA,NA,NA,1,missing
5/12/18,21,half removal,right,SAAP,blue,NA,NA,NA,NA,NA,1,"dead, totally dead"
5/12/18,21,half removal,right,RHOV,green,1.2,0.69,0.65,NA,1,NA,NA
5/12/18,21,half removal,right,RHOV,blue,2.165,2.13,1.236,NA,NA,1,"brown leaves, looks dead"
5/12/18,21,half removal,right,CEOL,green,NA,NA,NA,NA,NA,1,missing
5/12/18,21,half removal,right,CEOL,blue,NA,NA,NA,NA,NA,1,missing
5/12/18,21,half removal,right,HEAR,s1,1.574,4.198,3.681,NA,NA,1,"very brown, crispy leaves"
5/12/18,21,half removal,right,HEAR,c,7.88,7,1.79,NA,1,NA,"red, leaves are soft"
5/12/18,21,half removal,right,HEAR,s2,8.75,7.525,3.653,NA,1,NA,"green leaves at apical meristem, other leaves are brown"
12/12/18,21,half removal,right,CEOL,green,NA,NA,NA,NA,NA,1,"dead, no seedslings present"
12/12/18,21,half removal,right,CEOL,blue,NA,NA,NA,NA,NA,1,"dead, no seedslings present"
12/12/18,21,half removal,right,HEAR,S1,NA,NA,NA,NA,NA,1,"dead, no seedslings present"
12/12/18,21,half removal,right,HEAR,C,NA,NA,NA,NA,NA,1,"dead, no seedslings present"
12/12/18,21,half removal,right,HEAR,S2,NA,NA,NA,NA,NA,1,"dead, no seedslings present"
12/12/18,21,half removal,right,RHOV,green,NA,NA,NA,NA,NA,1,"dead, no seedslings present"
12/12/18,21,half removal,right,RHOV,blue,NA,NA,NA,NA,NA,1,"dead, no seedslings present"
12/12/18,21,half removal,right,SAAP,green,NA,NA,NA,NA,NA,1,"dead, no seedslings present"
12/12/18,21,half removal,right,SAAP,blue,NA,NA,NA,NA,NA,1,"dead, no seedslings present"
12/12/18,21,half removal,left,CEOL,green,NA,NA,NA,NA,NA,1,"dead, no seedslings present"
12/12/18,21,half removal,left,CEOL,blue,NA,NA,NA,NA,NA,1,"dead, no seedslings present"
12/12/18,21,half removal,left,HEAR,S,NA,NA,NA,NA,NA,1,"dead, no seedslings present"
12/12/18,21,half removal,left,HEAR,C,NA,NA,NA,NA,NA,1,"dead, no seedslings present"
12/12/18,21,half removal,left,HEAR,R,NA,NA,NA,NA,NA,1,"dead, no seedslings present"
12/12/18,21,half removal,left,RHOV,green,NA,NA,NA,NA,NA,1,"dead, no seedslings present"
12/12/18,21,half removal,left,RHOV,blue,NA,NA,NA,NA,NA,1,"dead, no seedslings present"
12/12/18,21,half removal,left,SAAP,green,NA,NA,NA,NA,NA,1,"dead, no seedslings present"
12/12/18,21,half removal,left,SAAP,blue,NA,NA,NA,NA,NA,1,"dead, no seedslings present"
1/25/19,21,half removal,top,CEOL,NA,1.72,0.36,2.19,NA,1,NA,"only two real leaves, planted Jan 18-25, 2019"
1/25/19,21,half removal,top,HEAR,NA,4.5,3.57,7.77,NA,1,NA,"planted Jan 18-25, 2019"
1/25/19,21,half removal,top,RHOV,NA,1.81,3.76,0.62,NA,1,NA,"planted Jan 18-25, 2019"
1/25/19,21,half removal,top,SAAP,NA,3,5.49,2.8,NA,1,NA,"planted Jan 18-25, 2019"
1/25/19,21,half removal,middle,HEAR,NA,6.26,6.2,7.22,NA,1,NA,"planted Jan 18-25, 2019"
1/25/19,21,half removal,middle,RHOV,NA,3,4.28,2.13,NA,1,NA,"planted Jan 18-25, 2019"
1/25/19,21,half removal,middle,SAAP,NA,1.17,5.76,4.38,NA,1,NA,"planted Jan 18-25, 2019"
1/25/19,21,half removal,bottom,CEOL,NA,2.21,3.1,1.32,NA,1,NA,"planted Jan 18-25, 2019"
1/25/19,21,half removal,bottom,HEAR,NA,3.83,6.7,4.38,NA,1,NA,"planted Jan 18-25, 2019"
1/25/19,21,half removal,bottom,RHOV,NA,1.38,2.12,0.91,NA,1,NA,"only two real leaves, planted Jan 18-25, 2019"
1/25/19,21,half removal,bottom,SAAP,NA,6.38,5.68,3.14,NA,1,NA,"planted Jan 18-25, 2019"
3/11/19,21,half removal,top,CEOL,NA,NA,NA,NA,NA,NA,1,gopher activity
3/11/19,21,half removal,top,HEAR,NA,5.29,6.34,3.92,NA,1,NA,NA
3/11/19,21,half removal,top,RHOV,NA,1.73,3.83,1.08,NA,1,NA,NA
3/11/19,21,half removal,top,SAAP,NA,3.58,5.13,3.64,NA,1,NA,NA
3/11/19,21,half removal,middle,HEAR,NA,6.29,8.05,5.74,NA,1,NA,NA
3/11/19,21,half removal,middle,RHOV,NA,2.38,5.02,1.64,NA,1,NA,NA
3/11/19,21,half removal,middle,SAAP,NA,NA,NA,NA,NA,NA,1,"gopher ate it, gopher activity in hole"
3/11/19,21,half removal,bottom,CEOL,NA,3.08,4.79,3.02,NA,1,NA,NA
3/11/19,21,half removal,bottom,HEAR,NA,NA,NA,NA,NA,NA,1,gopher activity in hole
3/11/19,21,half removal,bottom,RHOV,NA,1.95,3.43,1.1,NA,1,NA,NA
3/11/19,21,half removal,bottom,SAAP,NA,3.93,5.94,5.45,NA,1,NA,NA
5/1/19,21,half removal,top,CEOL,NA,NA,NA,NA,NA,NA,1,DNP
5/1/19,21,half removal,top,HEAR,NA,4.77,6.03,4.14,NA,1,NA,NA
5/1/19,21,half removal,top,RHOV,NA,NA,NA,NA,NA,NA,1,DNP
5/1/19,21,half removal,top,SAAP,NA,7.12,3.37,2.87,NA,1,NA,NA
5/1/19,21,half removal,middle,HEAR,NA,NA,NA,NA,NA,NA,1,DNP
5/1/19,21,half removal,middle,RHOV,NA,1.98,3.35,1.83,NA,1,NA,waterstressed
5/1/19,21,half removal,middle,SAAP,NA,NA,NA,NA,NA,NA,1,DNP
5/1/19,21,half removal,bottom,CEOL,NA,3.36,3.83,2.42,NA,1,NA,NA
5/1/19,21,half removal,bottom,HEAR,NA,NA,NA,NA,NA,NA,1,DNP
5/1/19,21,half removal,bottom,RHOV,NA,NA,NA,NA,NA,NA,1,DNP
5/1/19,21,half removal,bottom,SAAP,NA,7.45,5.85,5.85,NA,1,NA,NA
6/26/19,21,half removal,top,CEOL,NA,NA,NA,NA,NA,NA,1,DNP
6/26/19,21,half removal,top,HEAR,NA,NA,NA,NA,NA,NA,1,DNP
6/26/19,21,half removal,top,RHOV,NA,NA,NA,NA,NA,NA,1,DNP
6/26/19,21,half removal,top,SAAP,NA,8.49,5.89,3.9,NA,1,NA,NA
6/26/19,21,half removal,middle,HEAR,NA,NA,NA,NA,NA,NA,1,DNP
6/26/19,21,half removal,middle,RHOV,NA,4.5,2.65,2.19,NA,1,NA,NA
6/26/19,21,half removal,middle,SAAP,NA,NA,NA,NA,NA,NA,1,DNP
6/26/19,21,half removal,bottom,CEOL,NA,1.19,0.81,0.75,NA,1,NA,chomped
6/26/19,21,half removal,bottom,HEAR,NA,NA,NA,NA,NA,NA,1,DNP
6/26/19,21,half removal,bottom,RHOV,NA,NA,NA,NA,NA,NA,1,DNP
6/26/19,21,half removal,bottom,SAAP,NA,6.04,5.05,3.36,NA,1,NA,NA
9/19/19,21,half removal,top,CEOL,NA,NA,NA,NA,NA,NA,1,DNP
9/19/19,21,half removal,top,HEAR,NA,NA,NA,NA,NA,NA,1,DNP
9/19/19,21,half removal,top,RHOV,NA,NA,NA,NA,NA,NA,1,DNP
9/19/19,21,half removal,top,SAAP,NA,NA,NA,NA,NA,NA,1,DNP
9/19/19,21,half removal,middle,HEAR,NA,NA,NA,NA,NA,NA,1,DNP
9/19/19,21,half removal,middle,RHOV,NA,1.867,0.677,2.54,NA,NA,1,"herbivory, dd"
9/19/19,21,half removal,middle,SAAP,NA,NA,NA,NA,NA,NA,1,DNP
9/19/19,21,half removal,bottom,CEOL,NA,1.74,0.148,NA,NA,1,NA,"stem only, herbivory"
9/19/19,21,half removal,bottom,HEAR,NA,NA,NA,NA,NA,NA,1,DNP
9/19/19,21,half removal,bottom,RHOV,NA,NA,NA,NA,NA,NA,1,DNP
9/19/19,21,half removal,bottom,SAAP,NA,6.942,2.576,1.69,NA,1,NA,NA
11/23/19,21,half removal,top,CEOL,NA,NA,NA,NA,NA,NA,1,DNP
11/23/19,21,half removal,top,HEAR,NA,NA,NA,NA,NA,NA,1,DNP
11/23/19,21,half removal,top,RHOV,NA,NA,NA,NA,NA,NA,1,DNP
11/23/19,21,half removal,top,SAAP,NA,NA,NA,NA,NA,NA,1,DNP
11/23/19,21,half removal,middle,HEAR,NA,NA,NA,NA,NA,NA,1,DNP
11/23/19,21,half removal,middle,RHOV,NA,NA,NA,NA,NA,NA,1,dd
11/23/19,21,half removal,middle,SAAP,NA,NA,NA,NA,NA,NA,1,DNP
11/23/19,21,half removal,bottom,CEOL,NA,NA,NA,NA,NA,NA,1,DNP
11/23/19,21,half removal,bottom,HEAR,NA,NA,NA,NA,NA,NA,1,DNP
11/23/19,21,half removal,bottom,RHOV,NA,NA,NA,NA,NA,NA,1,"DNP, stem"
11/23/19,21,half removal,bottom,SAAP,NA,6.678,3.4,1.32,NA,1,NA,NA
3/18/20,21,half removal,top,CEOL,NA,NA,NA,NA,NA,NA,1,NA
3/18/20,21,half removal,top,HEAR,NA,NA,NA,NA,NA,NA,1,NA
3/18/20,21,half removal,top,RHOV,NA,NA,NA,NA,NA,NA,1,NA
3/18/20,21,half removal,top,SAAP,NA,NA,NA,NA,NA,NA,1,NA
3/18/20,21,half removal,middle,HEAR,NA,NA,NA,NA,NA,NA,1,NA
3/18/20,21,half removal,middle,RHOV,NA,NA,NA,NA,NA,NA,1,NA
3/18/20,21,half removal,middle,SAAP,NA,NA,NA,NA,NA,NA,1,NA
3/18/20,21,half removal,bottom,CEOL,NA,NA,NA,NA,NA,NA,1,NA
3/18/20,21,half removal,bottom,HEAR,NA,NA,NA,NA,NA,NA,1,NA
3/18/20,21,half removal,bottom,RHOV,NA,NA,NA,NA,NA,NA,1,NA
3/18/20,21,half removal,bottom,SAAP,NA,NA,NA,NA,NA,NA,1,"couldn't find, gophered?"
5/14/20,21,half removal,top,CEOL,NA,NA,NA,NA,NA,NA,1,nothing alive
5/14/20,21,half removal,top,HEAR,NA,NA,NA,NA,NA,NA,1,nothing alive
5/14/20,21,half removal,top,RHOV,NA,NA,NA,NA,NA,NA,1,nothing alive
5/14/20,21,half removal,top,SAAP,NA,NA,NA,NA,NA,NA,1,nothing alive
5/14/20,21,half removal,middle,HEAR,NA,NA,NA,NA,NA,NA,1,nothing alive
5/14/20,21,half removal,middle,RHOV,NA,NA,NA,NA,NA,NA,1,nothing alive
5/14/20,21,half removal,middle,SAAP,NA,NA,NA,NA,NA,NA,1,nothing alive
5/14/20,21,half removal,bottom,CEOL,NA,NA,NA,NA,NA,NA,1,nothing alive
5/14/20,21,half removal,bottom,HEAR,NA,NA,NA,NA,NA,NA,1,nothing alive
5/14/20,21,half removal,bottom,RHOV,NA,NA,NA,NA,NA,NA,1,nothing alive
5/14/20,21,half removal,bottom,SAAP,NA,NA,NA,NA,NA,NA,1,nothing alive
10/27/20,21,half removal,top,CEOL,NA,NA,NA,NA,NA,NA,1,"nothing alive, cows?"
10/27/20,21,half removal,top,HEAR,NA,NA,NA,NA,NA,NA,1,"nothing alive, cows?"
10/27/20,21,half removal,top,RHOV,NA,NA,NA,NA,NA,NA,1,"nothing alive, cows?"
10/27/20,21,half removal,top,SAAP,NA,NA,NA,NA,NA,NA,1,"nothing alive, cows?"
10/27/20,21,half removal,middle,HEAR,NA,NA,NA,NA,NA,NA,1,"nothing alive, cows?"
10/27/20,21,half removal,middle,RHOV,NA,NA,NA,NA,NA,NA,1,"nothing alive, cows?"
10/27/20,21,half removal,middle,SAAP,NA,NA,NA,NA,NA,NA,1,"nothing alive, cows?"
10/27/20,21,half removal,bottom,CEOL,NA,NA,NA,NA,NA,NA,1,"nothing alive, cows?"
10/27/20,21,half removal,bottom,HEAR,NA,NA,NA,NA,NA,NA,1,"nothing alive, cows?"
10/27/20,21,half removal,bottom,RHOV,NA,NA,NA,NA,NA,NA,1,"nothing alive, cows?"
10/27/20,21,half removal,bottom,SAAP,NA,NA,NA,NA,NA,NA,1,"nothing alive, cows?"
2/1/21,21,half removal,top,CEOL,NA,NA,NA,NA,NA,NA,1,nothing alive
2/1/21,21,half removal,top,HEAR,NA,NA,NA,NA,NA,NA,1,nothing alive
2/1/21,21,half removal,top,RHOV,NA,NA,NA,NA,NA,NA,1,nothing alive
2/1/21,21,half removal,top,SAAP,NA,NA,NA,NA,NA,NA,1,nothing alive
2/1/21,21,half removal,middle,HEAR,NA,NA,NA,NA,NA,NA,1,nothing alive
2/1/21,21,half removal,middle,RHOV,NA,NA,NA,NA,NA,NA,1,nothing alive
2/1/21,21,half removal,middle,SAAP,NA,NA,NA,NA,NA,NA,1,nothing alive
2/1/21,21,half removal,bottom,CEOL,NA,NA,NA,NA,NA,NA,1,nothing alive
2/1/21,21,half removal,bottom,HEAR,NA,NA,NA,NA,NA,NA,1,nothing alive
2/1/21,21,half removal,bottom,RHOV,NA,NA,NA,NA,NA,NA,1,nothing alive
2/1/21,21,half removal,bottom,SAAP,NA,NA,NA,NA,NA,NA,1,nothing alive
2/10/18,22,full removal,right,CEOL,green,NA,NA,NA,NA,1,NA,planted 2018
2/10/18,22,full removal,right,CEOL,blue,NA,NA,NA,small roots,1,NA,"very very small root system; weather: sunny, partially cloudy"
2/10/18,22,full removal,right,HEAR,S1,NA,NA,NA,crispy,1,NA,"pretty crispy; weather: sunny, partially cloudy"
2/10/18,22,full removal,right,HEAR,C,NA,NA,NA,NA,1,NA,planted 2018
2/10/18,22,full removal,right,HEAR,S2,NA,NA,NA,small roots,1,NA,"no roots on HEAR R, planted second HEAR S instead; weather: sunny, partially cloudy"
2/10/18,22,full removal,right,RHOV,green,NA,NA,NA,NA,1,NA,planted 2018
2/10/18,22,full removal,right,RHOV,blue,NA,NA,NA,small roots,1,NA,"very small roots, one root rather thin system; weather: sunny, partially cloudy"
2/10/18,22,full removal,right,SAAP,green,NA,NA,NA,crispy,1,NA,"severe water stress; weather: sunny, partially cloudy"
2/10/18,22,full removal,right,SAAP,blue,NA,NA,NA,crispy,1,NA,"severe water stress, exceptionally severe stress; weather: sunny, partially cloudy"
2/10/18,22,full removal,left,CEOL,green,NA,NA,NA,crispy,1,NA,"wilted, water stressed; weather: sunny, partially cloudy"
2/10/18,22,full removal,left,CEOL,blue,NA,NA,NA,crispy,1,NA,"wilted individual; weather: sunny, partially cloudy"
2/10/18,22,full removal,left,HEAR,S1,NA,NA,NA,NA,1,NA,planted 2018
2/10/18,22,full removal,left,HEAR,C,NA,NA,NA,crispy,1,NA,"crispy, dry roots; weather: sunny, partially cloudy"
2/10/18,22,full removal,left,HEAR,S2,NA,NA,NA,small roots,1,NA,"no roots on HEAR R; weather: sunny, partially cloudy"
2/10/18,22,full removal,left,RHOV,green,NA,NA,NA,NA,1,NA,planted 2018
2/10/18,22,full removal,left,RHOV,blue,NA,NA,NA,NA,1,NA,planted 2018
2/10/18,22,full removal,left,SAAP,green,NA,NA,NA,crispy,1,NA,"severe water stress; weather: sunny, partially cloudy"
2/10/18,22,full removal,left,SAAP,blue,NA,NA,NA,crispy,1,NA,"severe water stress; weather: sunny, partially cloudy"
3/3/18,22,full removal,right,CEOL,green,3.36,3.48,1.23,NA,NA,1,blanched - prob. dead
3/3/18,22,full removal,right,CEOL,blue,1.63,3.51,1.29,NA,NA,1,blanched - prob. dead
3/3/18,22,full removal,right,HEAR,S,9.4,8.1,5.4,NA,1,NA,h2o stressed
3/3/18,22,full removal,right,HEAR,C,10.59,6.46,3.92,NA,1,NA,h2o stressed
3/3/18,22,full removal,right,HEAR,R,9.12,10.32,7.62,NA,1,NA,h2o stressed
3/3/18,22,full removal,right,RHOV,green,1.09,2.11,1.39,NA,1,NA,super stressed
3/3/18,22,full removal,right,RHOV,blue,3.2,2.1,1.4,NA,1,NA,h2o stressed
3/3/18,22,full removal,right,SAAP,green,3.5,3.89,3.18,NA,NA,1,brown - dead
3/3/18,22,full removal,right,SAAP,blue,2.5,3.1,1.2,NA,1,NA,h2o stressed
3/3/18,22,full removal,left,CEOL,green,3.04,2.08,1,NA,NA,1,dead
3/3/18,22,full removal,left,CEOL,blue,2.38,2.62,1.13,NA,1,NA,"wilty, brown"
3/3/18,22,full removal,left,HEAR,S,4.99,8.89,5.29,NA,1,NA,brown/red
3/3/18,22,full removal,left,HEAR,C,5.95,7.28,6.38,NA,1,NA,"brown, some dessication - possibly herbivory"
3/3/18,22,full removal,left,HEAR,R,5.42,9.08,5.13,NA,1,NA,h2o stressed
3/3/18,22,full removal,left,RHOV,green,2.26,2.42,1.61,NA,1,NA,super red - wather stressed
3/3/18,22,full removal,left,RHOV,blue,2.74,2.72,1.59,NA,1,NA,h2o stressed
3/3/18,22,full removal,left,SAAP,green,4.11,4.08,2.35,NA,1,NA,"wilty, bit brown"
3/3/18,22,full removal,left,SAAP,blue,4.77,3.3,3.4,NA,NA,1,"dead - crisp, but also wilty"
5/12/18,22,full removal,left,SAAP,green,3.5,2.5,2.4,NA,NA,1,dead
5/12/18,22,full removal,left,SAAP,blue,1.9,1.1,1,NA,NA,1,dead
5/12/18,22,full removal,left,RHOV,green,NA,NA,NA,NA,NA,1,missing
5/12/18,22,full removal,left,RHOV,blue,NA,NA,NA,NA,NA,1,missing
5/12/18,22,full removal,left,CEOL,green,1.8,1.5,1.3,NA,NA,1,dead
5/12/18,22,full removal,left,CEOL,blue,1,1.3,1.3,NA,NA,1,dead
5/12/18,22,full removal,left,HEAR,s,3.5,3.5,2,NA,1,NA,water stressed
5/12/18,22,full removal,left,HEAR,c,10.7,1.4,2.6,NA,1,NA,water stressed
5/12/18,22,full removal,left,HEAR,r,10,9,6,NA,1,NA,"dropping leaves, but has new growth"
5/12/18,22,full removal,right,SAAP,green,3.6,2.3,0.6,NA,NA,1,dead
5/12/18,22,full removal,right,SAAP,blue,4.1,2.8,1.9,NA,NA,1,dead
5/12/18,22,full removal,right,RHOV,green,2.7,2.4,2,NA,1,NA,water stressed
5/12/18,22,full removal,right,RHOV,blue,2.5,2.9,0.6,NA,1,NA,one new green leaf
5/12/18,22,full removal,right,CEOL,green,2.8,1.7,0.5,NA,NA,1,dead
5/12/18,22,full removal,right,CEOL,blue,1.7,1,0.7,NA,NA,1,dead
5/12/18,22,full removal,right,HEAR,s,4.7,10,5.3,NA,1,NA,nearly crispy
5/12/18,22,full removal,right,HEAR,c,5.3,7,6.5,NA,NA,1,dead
5/12/18,22,full removal,right,HEAR,r,3.5,5.8,4,NA,1,NA,nearly dead
12/12/18,22,full removal,right,CEOL,green,NA,NA,NA,NA,NA,1,"dead, no seedlings present"
12/12/18,22,full removal,right,CEOL,blue,NA,NA,NA,NA,NA,1,"dead, no seedlings present"
12/12/18,22,full removal,right,HEAR,S,NA,NA,NA,NA,NA,1,"dead, no seedlings present"
12/12/18,22,full removal,right,HEAR,C,NA,NA,NA,NA,NA,1,"dead, no seedlings present"
12/12/18,22,full removal,right,HEAR,R,NA,NA,NA,NA,NA,1,"dead, no seedlings present"
12/12/18,22,full removal,right,RHOV,green,NA,NA,NA,NA,NA,1,"dead, no seedlings present"
12/12/18,22,full removal,right,RHOV,blue,NA,NA,NA,NA,NA,1,"dead, no seedlings present"
12/12/18,22,full removal,right,SAAP,green,NA,NA,NA,NA,NA,1,"dead, no seedlings present"
12/12/18,22,full removal,right,SAAP,blue,NA,NA,NA,NA,NA,1,"dead, no seedlings present"
12/12/18,22,full removal,left,CEOL,green,NA,NA,NA,NA,NA,1,"dead, no seedlings present"
12/12/18,22,full removal,left,CEOL,blue,NA,NA,NA,NA,NA,1,"dead, no seedlings present"
12/12/18,22,full removal,left,HEAR,S,NA,NA,NA,NA,NA,1,"dead, no seedlings present"
12/12/18,22,full removal,left,HEAR,C,NA,NA,NA,NA,NA,1,"dead, no seedlings present"
12/12/18,22,full removal,left,HEAR,R,NA,NA,NA,NA,NA,1,"dead, no seedlings present"
12/12/18,22,full removal,left,RHOV,green,NA,NA,NA,NA,NA,1,"dead, no seedlings present"
12/12/18,22,full removal,left,RHOV,blue,NA,NA,NA,NA,NA,1,"dead, no seedlings present"
12/12/18,22,full removal,left,SAAP,green,NA,NA,NA,NA,NA,1,"dead, no seedlings present"
12/12/18,22,full removal,left,SAAP,blue,NA,NA,NA,NA,NA,1,"dead, no seedlings present"
1/26/19,22,full removal,top,CEOL,NA,NA,NA,NA,NA,NA,NA,never planted
1/26/19,22,full removal,top,HEAR,NA,7.73,8.21,4.3,NA,1,NA,"planted Jan 18-25, 2019"
1/26/19,22,full removal,top,RHOV,NA,1.88,1.21,0.48,NA,1,NA,"planted Jan 18-25, 2019"
1/26/19,22,full removal,top,SAAP,NA,1.78,4.51,2.87,NA,1,NA,"planted Jan 18-25, 2019"
1/26/19,22,full removal,middle,HEAR,NA,5.13,5.38,3.85,NA,1,NA,"planted Jan 18-25, 2019"
1/26/19,22,full removal,middle,RHOV,NA,2.76,2.22,1.13,NA,1,NA,"planted Jan 18-25, 2019"
1/26/19,22,full removal,middle,SAAP,NA,3.95,8.9,4.47,NA,1,NA,"planted Jan 18-25, 2019"
1/26/19,22,full removal,bottom,CEOL,NA,1.95,1.44,0.67,NA,1,NA,"small CEOL, leftover"
1/26/19,22,full removal,bottom,HEAR,NA,9.2,6.9,7.55,NA,1,NA,"planted Jan 18-25, 2019"
1/26/19,22,full removal,bottom,RHOV,NA,3.13,2.44,0.93,NA,1,NA,"planted Jan 18-25, 2019"
1/26/19,22,full removal,bottom,SAAP,NA,1.9,3.12,1.43,NA,1,NA,"planted Jan 18-25, 2019"
3/11/19,22,full removal,top,CEOL,NA,NA,NA,NA,NA,NA,NA,never planted
3/11/19,22,full removal,top,HEAR,NA,6.12,8.09,7.49,NA,1,NA,NA
3/11/19,22,full removal,top,RHOV,NA,1.89,1.96,0.3,NA,1,NA,NA
3/11/19,22,full removal,top,SAAP,NA,2.67,3.55,4.2,NA,1,NA,NA
3/11/19,22,full removal,middle,HEAR,NA,4.24,4.88,3.85,NA,1,NA,NA
3/11/19,22,full removal,middle,RHOV,NA,1.84,3.34,1.72,NA,1,NA,NA
3/11/19,22,full removal,middle,SAAP,NA,3.67,6.85,6.87,NA,1,NA,NA
3/11/19,22,full removal,bottom,CEOL,NA,NA,NA,NA,NA,NA,1,"gopher ate it, gopher activity in both holes"
3/11/19,22,full removal,bottom,HEAR,NA,NA,NA,NA,NA,NA,1,"gopher ate it, gopher activity in both holes"
3/11/19,22,full removal,bottom,RHOV,NA,1.06,3.11,1.8,NA,1,NA,NA
3/11/19,22,full removal,bottom,SAAP,NA,1.32,2.83,1.29,NA,1,NA,NA
5/1/19,22,full removal,top,CEOL,NA,NA,NA,NA,NA,NA,NA,never planted
5/1/19,22,full removal,top,HEAR,NA,6.22,9.16,6.42,NA,1,NA,NA
5/1/19,22,full removal,top,RHOV,NA,1.15,NA,NA,NA,NA,1,dead
5/1/19,22,full removal,top,SAAP,NA,5.16,4.46,2.05,NA,1,NA,NA
5/1/19,22,full removal,middle,HEAR,NA,4.93,4.95,3.45,NA,1,NA,NA
5/1/19,22,full removal,middle,RHOV,NA,1.98,2.71,2.34,NA,1,NA,NA
5/1/19,22,full removal,middle,SAAP,NA,3.87,6.97,2.9,NA,1,NA,NA
5/1/19,22,full removal,bottom,CEOL,NA,NA,NA,NA,NA,NA,1,DNP
5/1/19,22,full removal,bottom,HEAR,NA,NA,NA,NA,NA,NA,1,DNP
5/1/19,22,full removal,bottom,RHOV,NA,1.07,1.44,1.66,NA,1,NA,NA
5/1/19,22,full removal,bottom,SAAP,NA,NA,NA,NA,NA,NA,1,DNP
6/26/19,22,full removal,top,CEOL,NA,NA,NA,NA,NA,NA,NA,never planted
6/26/19,22,full removal,top,HEAR,NA,7.17,8.93,5.82,NA,1,NA,NA
6/26/19,22,full removal,top,RHOV,NA,NA,NA,NA,NA,NA,1,DNP
6/26/19,22,full removal,top,SAAP,NA,5.32,2.01,1.66,NA,1,NA,NA
6/26/19,22,full removal,middle,HEAR,NA,4.41,5.44,3.27,NA,NA,1,dead
6/26/19,22,full removal,middle,RHOV,NA,NA,NA,NA,NA,NA,1,DNP
6/26/19,22,full removal,middle,SAAP,NA,NA,NA,NA,NA,NA,1,DNP
6/26/19,22,full removal,bottom,CEOL,NA,NA,NA,NA,NA,NA,1,DNP
6/26/19,22,full removal,bottom,HEAR,NA,NA,NA,NA,NA,NA,1,DNP
6/26/19,22,full removal,bottom,RHOV,NA,NA,NA,NA,NA,NA,1,DNP
6/26/19,22,full removal,bottom,SAAP,NA,NA,NA,NA,NA,NA,1,DNP
9/19/19,22,full removal,top,CEOL,NA,NA,NA,NA,NA,NA,NA,never planted
9/19/19,22,full removal,top,HEAR,NA,6.524,8.495,5.562,NA,NA,1,dead
9/19/19,22,full removal,top,RHOV,NA,NA,NA,NA,NA,NA,1,DNP
9/19/19,22,full removal,top,SAAP,NA,5.663,1.393,1.984,NA,1,NA,H2O stressed
9/19/19,22,full removal,middle,HEAR,NA,6.007,4.401,NA,NA,NA,1,gophered
9/19/19,22,full removal,middle,RHOV,NA,NA,NA,NA,NA,NA,1,DNP
9/19/19,22,full removal,middle,SAAP,NA,NA,NA,NA,NA,NA,1,DNP
9/19/19,22,full removal,bottom,CEOL,NA,NA,NA,NA,NA,NA,1,DNP
9/19/19,22,full removal,bottom,HEAR,NA,NA,NA,NA,NA,NA,1,DNP
9/19/19,22,full removal,bottom,RHOV,NA,NA,NA,NA,NA,NA,1,DNP
9/19/19,22,full removal,bottom,SAAP,NA,NA,NA,NA,NA,NA,1,DNP
11/23/19,22,full removal,top,CEOL,NA,NA,NA,NA,NA,NA,NA,never planted
11/23/19,22,full removal,top,HEAR,NA,NA,NA,NA,NA,NA,1,"dd (nope, it's alive!)"
11/23/19,22,full removal,top,RHOV,NA,NA,NA,NA,NA,NA,1,DNP
